"ind","obs","age","length","BHDF"
36,1,28.3333333333333,NA,1.07892244948836
119,1,4.75,NA,0.875127778291236
119,2,4.75,NA,0.867320407293557
119,3,4.75,NA,0.912187181821095
79,1,12.6666666666667,NA,0.98130637658102
79,2,12.6666666666667,NA,1.02915306409499
15,1,11.6666666666667,NA,0.878519677616829
15,2,11.6666666666667,NA,0.918596244227673
49,1,24.8333333333333,NA,0.99774144856877
49,2,24.8333333333333,NA,1.07114090902369
49,3,24.8333333333333,NA,1.05763471017492
49,4,24.8333333333333,NA,1.14716932268296
106,1,5.33333333333333,NA,0.758971091365846
106,2,5.66666666666667,NA,0.742378191751764
106,3,5.66666666666667,NA,0.780677529404884
106,4,5.83333333333333,NA,0.782925642317666
93,1,15.75,NA,1.07996831522608
93,2,15.75,NA,0.986186059574039
93,3,15.75,NA,1.0126781734442
93,4,15.75,NA,1.01438913603723
39,1,12.3333333333333,NA,0.935518122586193
39,2,12.6666666666667,NA,0.909104029590131
39,3,13.1666666666667,NA,0.945729181158045
39,4,13.1666666666667,NA,0.949305313634173
65,1,6.75,NA,0.91384333413269
14,1,11.8333333333333,NA,0.983378231510163
90,1,13.75,NA,1.01090163085031
90,2,13.75,NA,0.994581139698272
24,1,7.33333333333333,NA,0.967046972055182
24,2,8.16666666666667,NA,0.972844686057744
44,1,19.75,NA,1.01102359203086
54,1,2.08333333333333,NA,0.796051802301136
54,2,2.33333333333333,NA,0.842049794480802
54,3,2.33333333333333,NA,0.822239547854877
54,4,2.66666666666667,NA,0.808032978172559
101,1,1.66666666666667,NA,0.727503244059994
101,2,1.66666666666667,NA,0.76503874540921
130,1,14.8333333333333,NA,0.979274347688574
83,1,12.75,NA,0.999829483740889
83,2,12.75,NA,0.98020121068388
83,3,12.75,NA,1.00924392811464
83,4,12.75,NA,1.00481749304713
20,1,10.0833333333333,NA,0.926199687060447
20,2,10.3333333333333,NA,0.895832446406796
20,3,10.6666666666667,NA,0.955937237461756
35,1,13.75,NA,0.995732362172
35,2,13.75,NA,1.00214792007104
35,3,13.75,NA,0.976932033533416
35,4,13.75,NA,0.964595322730482
19,1,10.3333333333333,NA,0.954580309619739
129,1,10.6666666666667,NA,0.922877969027626
129,2,11.0833333333333,NA,0.93389900526835
129,3,11.3333333333333,NA,0.887224287236844
129,4,11.3333333333333,NA,0.952792874435006
129,5,11.3333333333333,NA,0.908153115111447
129,6,11.3333333333333,NA,0.914063604051734
129,7,11.3333333333333,NA,0.902761809767549
129,8,11.6666666666667,NA,0.938132721133844
62,1,7.08333333333333,NA,0.923765945047452
62,2,7.66666666666667,NA,0.879806492164801
62,3,7.66666666666667,NA,0.891462798844393
21,1,18.3333333333333,NA,0.870914374307294
37,1,22.75,NA,0.972435230345102
37,2,22.75,NA,0.922549038715616
51,1,22.75,NA,0.948685372728778
51,2,22.75,NA,0.905704076367392
103,1,2.75,NA,0.798778051566144
103,2,2.75,NA,0.807133465536689
103,3,2.75,NA,0.739806817856494
103,4,2.75,NA,0.736008065588643
103,5,2.75,NA,0.764830177704667
103,6,2.75,NA,0.82972964049511
103,7,2.75,NA,0.785446798464847
125,1,10.75,NA,0.923005300805818
125,2,10.75,NA,0.977459254052762
125,3,10.75,NA,1.03332468336546
125,4,10.75,NA,0.897435174900546
125,5,10.75,NA,0.983889787200534
125,6,10.75,NA,0.95867884254003
