"ind","obs","age","length","BHDF"
79,1,12.0833333333333,3.0209591502263,NA
106,1,5.08333333333333,2.38385354019111,NA
129,1,11.3333333333333,2.94214087373944,NA
73,1,7.33333333333333,2.82491224785846,NA
73,2,7.33333333333333,2.79694190229998,NA
7,1,3.08333333333333,2.45254592333417,NA
45,1,34.3333333333333,3.11057115290337,NA
2,1,1.08333333333333,1.96766551532171,NA
68,1,27.6666666666667,2.77627967487283,NA
114,1,7.83333333333333,2.80839581969732,NA
114,2,7.83333333333333,2.70056284793585,NA
105,1,2.08333333333333,2.28310987006068,NA
105,2,2.08333333333333,2.31606042815911,NA
6,1,4.08333333333333,2.36118536189787,NA
56,1,2.66666666666667,2.43538913193664,NA
56,2,2.66666666666667,2.61624152925476,NA
95,1,0.666666666666667,1.32709977826549,NA
32,1,39.0833333333333,2.92693603013292,NA
32,2,39.3333333333333,2.96029570102057,NA
